GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
GIS Join Match Code,Data File Year,State/US Abbreviation,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,American Indian/Alaska Native Area Class Code,Reservation/Trust Lands Code,Block Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,Consolidated Metropolitan Statistical Area,County Name,County Code,County Subdivision Code,County Subdivision Class Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Place Class Code,Place Description Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,Congressional District (103rd) Code,Area (land),Area (Water),Area Name/PSAD Term/Part Indicator,Functional Status Code,Internal Point (latitude),Internal Point (longitude),Political/Statistical Area Description Code,Not of Hispanic origin >> White,Not of Hispanic origin >> Black,"Not of Hispanic origin >> American Indian, Eskimo, or Aleut",Not of Hispanic origin >> Asian or Pacific Islander,Not of Hispanic origin >> Other race,Hispanic origin >> White,Hispanic origin >> Black,"Hispanic origin >> American Indian, Eskimo, or Aleut",Hispanic origin >> Asian or Pacific Islander,Hispanic origin >> Other race
"G0100010","1990","AL",,,,,,,,,,,,"99","Autauga","001",,,"6","5240",,,,"9999","3","Alabama","01",,,,"0001543666","0000021962","Autauga County","A","+32542207","-086641472","06",26997,6806,71,118,0,147,39,0,2,42
"G0100030","1990","AL",,,,,,,,,,,,"99","Baldwin","003",,,"6","5160",,,,"9999","3","Alabama","01",,,,"0004135016","0001115118","Baldwin County","A","+30654881","-087754736","06",83800,12592,621,216,29,765,48,9,5,195
"G0100050","1990","AL",,,,,,,,,,,,"99","Barbour","005",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002292133","0000050747","Barbour County","A","+31863073","-085388993","06",14054,11156,40,43,0,64,38,6,1,15
"G0100070","1990","AL",,,,,,,,,,,,"99","Bibb","007",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001611914","0000008130","Bibb County","A","+32996943","-087126855","06",13033,3468,25,11,0,19,10,0,0,10
"G0100090","1990","AL",,,,,,,,,,,,"99","Blount","009",,,"6","1000",,,,"9999","3","Alabama","01",,,,"0001672287","0000012884","Blount County","A","+33979740","-086566214","06",38275,519,129,33,6,122,2,4,0,158
"G0100110","1990","AL",,,,,,,,,,,,"99","Bullock","011",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001618915","0000002703","Bullock County","A","+32101773","-085717786","06",3011,7948,8,10,0,25,38,0,0,2
"G0100130","1990","AL",,,,,,,,,,,,"99","Butler","013",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002012260","0000002724","Butler County","A","+31751982","-086682302","06",13001,8783,24,19,0,48,15,0,0,2
"G0100150","1990","AL",,,,,,,,,,,,"99","Calhoun","015",,,"6","0450",,,,"9999","3","Alabama","01",,,,"0001576038","0000009959","Calhoun County","A","+33774548","-085825619","06",92154,21476,291,814,17,719,102,5,55,401
"G0100170","1990","AL",,,,,,,,,,,,"99","Chambers","017",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001547283","0000014885","Chambers County","A","+32915184","-085389802","06",23510,13187,36,12,4,65,34,5,1,22
"G0100190","1990","AL",,,,,,,,,,,,"99","Cherokee","019",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001432714","0000121285","Cherokee County","A","+34187088","-085605750","06",18118,1291,51,24,2,36,0,0,0,21
"G0100210","1990","AL",,,,,,,,,,,,"99","Chilton","021",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001797629","0000017453","Chilton County","A","+32844987","-086718688","06",28577,3664,63,37,1,70,10,0,1,35
"G0100230","1990","AL",,,,,,,,,,,,"99","Choctaw","023",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002366161","0000018995","Choctaw County","A","+32024863","-088265781","06",8889,7052,10,10,4,24,25,0,2,2
"G0100250","1990","AL",,,,,,,,,,,,"99","Clarke","025",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0003207659","0000036584","Clarke County","A","+31677523","-087835981","06",15481,11572,45,35,4,46,53,0,0,4
"G0100270","1990","AL",,,,,,,,,,,,"99","Clay","027",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001567273","0000002403","Clay County","A","+33268721","-085859858","06",11021,2166,23,13,2,23,0,0,0,4
"G0100290","1990","AL",,,,,,,,,,,,"99","Cleburne","029",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001450928","0000002226","Cleburne County","A","+33670870","-085517385","06",12072,587,20,13,0,12,0,0,0,26
"G0100310","1990","AL",,,,,,,,,,,,"99","Coffee","031",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001759093","0000003449","Coffee County","A","+31402888","-085989130","06",32396,6903,159,305,6,306,14,4,12,135
"G0100330","1990","AL",,,,,,,,,,,,"99","Colbert","033",,,"6","2650",,,,"9999","3","Alabama","01",,,,"0001539948","0000075322","Colbert County","A","+34707296","-087796569","06",42701,8545,135,93,5,119,23,2,0,43
"G0100350","1990","AL",,,,,,,,,,,,"99","Conecuh","035",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002203757","0000004438","Conecuh County","A","+31428183","-086992999","06",8026,5888,40,13,5,37,37,3,0,5
"G0100370","1990","AL",,,,,,,,,,,,"99","Coosa","037",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001689951","0000036041","Coosa County","A","+32935503","-086239249","06",7230,3776,34,4,1,12,6,0,0,0
"G0100390","1990","AL",,,,,,,,,,,,"99","Covington","039",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002679941","0000023877","Covington County","A","+31248133","-086453162","06",31460,4770,70,48,0,91,7,2,0,30
"G0100410","1990","AL",,,,,,,,,,,,"99","Crenshaw","041",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001578918","0000003345","Crenshaw County","A","+31731354","-086311599","06",10027,3542,25,10,1,21,2,2,1,4
"G0100430","1990","AL",,,,,,,,,,,,"99","Cullman","043",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001912664","0000042427","Cullman County","A","+34131670","-086866896","06",66540,559,130,110,2,204,1,4,7,56
"G0100450","1990","AL",,,,,,,,,,,,"99","Dale","045",,,"6","2180",,,,"9999","3","Alabama","01",,,,"0001453300","0000004134","Dale County","A","+31426115","-085612338","06",38690,8767,235,706,20,675,80,4,25,431
"G0100470","1990","AL",,,,,,,,,,,,"99","Dallas","047",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002540256","0000032798","Dallas County","A","+32329593","-087109517","06",20054,27768,41,129,7,67,57,0,0,7
"G0100490","1990","AL",,,,,,,,,,,,"99","DeKalb","049",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002014972","0000001898","DeKalb County","A","+34459830","-085798731","06",52854,1023,473,76,10,126,5,8,1,75
"G0100510","1990","AL",,,,,,,,,,,,"99","Elmore","051",,,"6","5240",,,,"9999","3","Alabama","01",,,,"0001609888","0000092419","Elmore County","A","+32599910","-086138157","06",37687,10995,128,125,5,163,44,9,4,50
"G0100530","1990","AL",,,,,,,,,,,,"99","Escambia","053",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002453958","0000014420","Escambia County","A","+31136909","-087162695","06",24227,10015,1036,58,13,99,31,11,0,28
"G0100550","1990","AL",,,,,,,,,,,,"99","Etowah","055",,,"6","2880",,,,"9999","3","Alabama","01",,,,"0001385231","0000036177","Etowah County","A","+34047533","-086038250","06",85078,13782,242,401,6,196,17,8,18,92
"G0100570","1990","AL",,,,,,,,,,,,"99","Fayette","057",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001626038","0000004067","Fayette County","A","+33729772","-087735378","06",15666,2190,9,19,0,51,0,0,0,27
"G0100590","1990","AL",,,,,,,,,,,,"99","Franklin","059",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001646417","0000028142","Franklin County","A","+34435932","-087843648","06",26375,1247,57,34,0,88,2,0,1,10
"G0100610","1990","AL",,,,,,,,,,,,"99","Geneva","061",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001492831","0000006675","Geneva County","A","+31094395","-085837337","06",20604,2817,90,13,2,78,7,3,2,31
"G0100630","1990","AL",,,,,,,,,,,,"99","Greene","063",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001673033","0000036331","Greene County","A","+32854779","-087951231","06",1966,8160,3,0,0,0,21,0,0,3
"G0100650","1990","AL",,,,,,,,,,,,"99","Hale","065",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001667399","0000032997","Hale County","A","+32755765","-087625424","06",6241,9172,20,8,0,14,42,0,1,0
"G0100670","1990","AL",,,,,,,,,,,,"99","Henry","067",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001455459","0000016634","Henry County","A","+31516095","-085239835","06",9878,5368,30,5,1,40,27,1,1,23
"G0100690","1990","AL",,,,,,,,,,,,"99","Houston","069",,,"6","2180",,,,"9999","3","Alabama","01",,,,"0001503260","0000003361","Houston County","A","+31151186","-085304578","06",61233,18900,283,446,5,280,54,4,24,102
"G0100710","1990","AL",,,,,,,,,,,,"99","Jackson","071",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002794103","0000124361","Jackson County","A","+34776174","-086002129","06",44531,1957,1008,89,3,165,11,12,1,19
"G0100730","1990","AL",,,,,,,,,,,,"99","Jefferson","073",,,"6","1000",,,,"9999","3","Alabama","01",,,,"0002881838","0000028997","Jefferson County","A","+33552433","-086896716","06",416458,228191,864,3146,121,1859,330,25,76,455
"G0100750","1990","AL",,,,,,,,,,,,"99","Lamar","075",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001566658","0000001600","Lamar County","A","+33775081","-088096415","06",13748,1862,24,9,1,57,0,0,1,13
"G0100770","1990","AL",,,,,,,,,,,,"99","Lauderdale","077",,,"6","2650",,,,"9999","3","Alabama","01",,,,"0001734061","0000127739","Lauderdale County","A","+34903733","-087647581","06",71310,7677,163,193,5,250,18,2,3,40
"G0100790","1990","AL",,,,,,,,,,,,"99","Lawrence","079",,,"6","2030",,,,"9999","3","Alabama","01",,,,"0001796023","0000063928","Lawrence County","A","+34519990","-087310217","06",24483,4790,2118,19,1,80,8,6,0,8
"G0100810","1990","AL",,,,,,,,,,,,"99","Lee","081",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001576767","0000017672","Lee County","A","+32597367","-085355886","06",64527,20359,128,1565,15,362,48,4,19,119
"G0100830","1990","AL",,,,,,,,,,,,"99","Limestone","083",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001471352","0000101097","Limestone County","A","+34810321","-086981426","06",46468,7106,144,154,2,190,21,4,4,42
"G0100850","1990","AL",,,,,,,,,,,,"99","Lowndes","085",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001859626","0000018359","Lowndes County","A","+32157500","-086642632","06",3177,9408,9,4,0,8,48,1,0,3
"G0100870","1990","AL",,,,,,,,,,,,"99","Macon","087",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001581388","0000007040","Macon County","A","+32384887","-085692573","06",3429,21290,23,78,5,14,50,1,21,17
"G0100890","1990","AL",,,,,,,,,,,,"99","Madison","089",,,"6","3440",,,,"9999","3","Alabama","01",,,,"0002084844","0000020532","Madison County","A","+34760002","-086548777","06",182334,47826,1564,4140,64,1863,290,37,92,702
"G0100910","1990","AL",,,,,,,,,,,,"99","Marengo","091",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002530740","0000015033","Marengo County","A","+32248548","-087790375","06",11279,11707,10,11,2,35,38,1,0,1
"G0100930","1990","AL",,,,,,,,,,,,"99","Marion","093",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001920398","0000005583","Marion County","A","+34134472","-087886567","06",28708,965,57,33,2,51,2,0,2,10
"G0100950","1990","AL",,,,,,,,,,,,"99","Marshall","095",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001468803","0000145314","Marshall County","A","+34365158","-086313058","06",69118,1086,227,109,3,243,1,4,2,39
"G0100970","1990","AL",,,,,,,,,,,,"99","Mobile","097",,,"6","5160",,,,"9999","3","Alabama","01",,,,"0003194402","0001063906","Mobile County","A","+30684350","-088198527","06",252660,117509,1895,3319,96,2193,363,45,79,484
"G0100990","1990","AL",,,,,,,,,,,,"99","Monroe","099",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002657256","0000022404","Monroe County","A","+31562730","-087353102","06",14251,9354,215,53,1,69,18,0,1,6
"G0101010","1990","AL",,,,,,,,,,,,"99","Montgomery","101",,,"6","5240",,,,"9999","3","Alabama","01",,,,"0002045765","0000025733","Montgomery County","A","+32224349","-086203795","06",118480,87050,403,1477,51,940,262,11,56,355
"G0101030","1990","AL",,,,,,,,,,,,"99","Morgan","103",,,"6","2030",,,,"9999","3","Alabama","01",,,,"0001508018","0000043624","Morgan County","A","+34453298","-086857298","06",88726,10042,307,366,18,396,39,3,4,142
"G0101050","1990","AL",,,,,,,,,,,,"99","Perry","105",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001863600","0000011901","Perry County","A","+32638846","-087293685","06",4496,8196,16,14,1,7,23,0,0,6
"G0101070","1990","AL",,,,,,,,,,,,"99","Pickens","107",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002282979","0000022369","Pickens County","A","+33283797","-088084083","06",11973,8625,24,27,0,29,20,0,0,1
"G0101090","1990","AL",,,,,,,,,,,,"99","Pike","109",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001738113","0000002751","Pike County","A","+31806086","-085938912","06",17760,9513,144,68,2,54,35,2,0,17
"G0101110","1990","AL",,,,,,,,,,,,"99","Randolph","111",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001505028","0000007933","Randolph County","A","+33290802","-085456433","06",15104,4672,29,21,2,34,14,0,0,5
"G0101130","1990","AL",,,,,,,,,,,,"99","Russell","113",,,"6","1800",,,,"9999","3","Alabama","01",,,,"0001660542","0000016319","Russell County","A","+32287341","-085184114","06",28311,18041,86,111,10,162,47,4,6,82
"G0101150","1990","AL",,,,,,,,,,,,"99","St Clair","115",,,"6","1000",,,,"9999","3","Alabama","01",,,,"0001642030","0000050944","St. Clair County","A","+33712571","-086318306","06",45038,4545,134,76,7,100,16,2,1,90
"G0101170","1990","AL",,,,,,,,,,,,"99","Shelby","117",,,"6","1000",,,,"9999","3","Alabama","01",,,,"0002058840","0000038020","Shelby County","A","+33266792","-086654667","06",90292,7698,263,573,7,423,20,1,2,79
"G0101190","1990","AL",,,,,,,,,,,,"99","Sumter","119",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002343918","0000021669","Sumter County","A","+32593446","-088193795","06",4745,11313,6,29,3,14,56,0,1,7
"G0101210","1990","AL",,,,,,,,,,,,"99","Talladega","121",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001915562","0000053677","Talladega County","A","+33383988","-086169488","06",50696,22620,172,113,16,274,153,2,0,61
"G0101230","1990","AL",,,,,,,,,,,,"99","Tallapoosa","123",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001859724","0000124994","Tallapoosa County","A","+32860832","-085797597","06",28461,10187,62,37,8,32,25,0,0,14
"G0101250","1990","AL",,,,,,,,,,,,"99","Tuscaloosa","125",,,"6","8600",,,,"9999","3","Alabama","01",,,,"0003432429","0000069317","Tuscaloosa County","A","+33287940","-087523765","06",108801,39272,241,1228,32,597,105,12,36,198
"G0101270","1990","AL",,,,,,,,,,,,"99","Walker","127",,,"6","1000",,,,"9999","3","Alabama","01",,,,"0002057633","0000028248","Walker County","A","+33807130","-087295532","06",62863,4397,83,101,2,179,8,1,6,30
"G0101290","1990","AL",,,,,,,,,,,,"99","Washington","129",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002799102","0000020425","Washington County","A","+31402696","-088202751","06",10958,4612,1057,14,2,26,11,11,0,3
"G0101310","1990","AL",,,,,,,,,,,,"99","Wilcox","131",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0002301870","0000048649","Wilcox County","A","+31990903","-087308887","06",4185,9332,6,5,0,18,21,0,1,0
"G0101330","1990","AL",,,,,,,,,,,,"99","Winston","133",,,"6","9999",,,,"9999","3","Alabama","01",,,,"0001591515","0000045117","Winston County","A","+34154535","-087373481","06",21871,57,42,24,0,54,0,0,2,3
"G0200130","1990","AK",,,,,,,,,,,,"99","Aleutians East","013",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0018090504","0020789982","Aleutians East Borough","A","+55229183","-161915191","04",801,15,1040,423,5,26,1,2,40,111
"G0200160","1990","AK",,,,,,,,,,,,"99","Aleutians West","016",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0011401462","0025155601","Aleutians West Census Area","S","+52242645","-175129755","05",6130,635,1066,898,7,230,27,10,81,394
"G0200200","1990","AK",,,,,,,,,,,,"99","Anchorage","020",,,"9","0380",,,,"9999","4","Alaska","02",,,,"0004396902","0000683421","Anchorage Borough","B","+61178368","-149186416","04",178168,14126,14126,10427,233,4568,418,443,483,3346
"G0200500","1990","AK",,,,,,,,,,,,"99","Bethel","050",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0106416388","0012605996","Bethel Census Area","S","+60939161","-160147317","05",2074,62,11339,90,11,31,0,31,1,17
"G0200600","1990","AK",,,,,,,,,,,,"99","Bristol Bay Borough","060",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0001344789","0001031830","Bristol Bay Borough","A","+58744623","-156988097","04",881,38,446,12,0,13,0,9,0,11
"G0200700","1990","AK",,,,,,,,,,,,"99","Dillingham","070",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0047829349","0005558624","Dillingham Census Area","S","+59949649","-158429855","05",1007,8,2917,25,6,12,0,8,2,27
"G0200900","1990","AK",,,,,,,,,,,,"99","Fairbanks North Star","090",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0019068693","0000210436","Fairbanks North Star Borough","A","+64846315","-146643388","04",62201,5395,5238,1913,74,1550,158,92,85,1014
"G0201000","1990","AK",,,,,,,,,,,,"99","Haines","100",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0006104612","0001028498","Haines Borough","A","+59155973","-135443717","04",1793,1,279,17,0,9,0,0,0,18
"G0201100","1990","AK",,,,,,,,,,,,"99","Juneau","110",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0006717313","0001262781","Juneau Borough","B","+58388588","-134133421","04",21257,279,3360,1097,9,313,13,102,57,264
"G0201220","1990","AK",,,,,,,,,,,,"99","Kenai Peninsula","122",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0041644386","0014466224","Kenai Peninsula Borough","A","+60202478","-151629576","04",36580,196,2892,398,10,509,7,43,30,137
"G0201300","1990","AK",,,,,,,,,,,,"99","Ketchikan Gateway","130",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0003158883","0001356922","Ketchikan Gateway Borough","A","+55541150","-131408008","04",11182,55,1840,460,6,134,0,58,33,60
"G0201500","1990","AK",,,,,,,,,,,,"99","Kodiak Island","150",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0016738061","0013942816","Kodiak Island Borough","A","+57707368","-153782518","04",9008,133,2097,1401,7,281,2,29,91,260
"G0201640","1990","AK",,,,,,,,,,,,"99","Lake And Peninsula","164",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0061207704","0013923634","Lake and Peninsula Borough","A","+58401493","-156184669","04",379,0,1245,12,0,10,0,16,0,6
"G0201700","1990","AK",,,,,,,,,,,,"99","Matanuska-Susitna","170",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0063956536","0001395411","Matanuska-Susitna Borough","A","+62395317","-149575328","04",36452,294,1900,277,8,497,13,39,20,183
"G0201800","1990","AK",,,,,,,,,,,,"99","Nome","180",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0059602512","0013632761","Nome Census Area","S","+64735328","-164186608","05",1987,9,6132,51,3,36,0,16,4,50
"G0201850","1990","AK",,,,,,,,,,,,"99","North Slope","185",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0227558672","0015443149","North Slope Borough","A","+69296886","-153448095","04",1248,37,4304,264,2,26,4,32,21,41
"G0201880","1990","AK",,,,,,,,,,,,"99","Northwest Arctic","188",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0092883808","0012428093","Northwest Arctic Borough","A","+67000678","-159998166","04",824,12,5190,48,3,17,0,19,0,0
"G0202010","1990","AK",,,,,,,,,,,,"99","Prince Of Wales-Outer Ketchikan","201",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0018970375","0013576622","Prince of Wales-Outer Ketchikan Census Area","S","+55454038","-132050372","05",3798,9,2324,24,2,61,0,34,4,22
"G0202200","1990","AK",,,,,,,,,,,,"99","Sitka","220",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0007463030","0005097345","Sitka Borough","B","+57214050","-135446833","04",6270,39,1758,312,0,89,0,39,21,60
"G0202310","1990","AK",,,,,,,,,,,,"99","Skagway-Yakutat-Angoon","231",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0033360798","0011964847","Skagway-Yakutat-Angoon Census Area","S","+58811136","-136622061","05",2622,6,1656,31,3,27,1,14,1,24
"G0202400","1990","AK",,,,,,,,,,,,"99","Southeast Fairbanks","240",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0067324739","0000625041","Southeast Fairbanks Census Area","S","+63765233","-143598085","05",4612,284,762,77,1,58,6,8,5,100
"G0202610","1990","AK",,,,,,,,,,,,"99","Valdez-Cordova","261",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0095688464","0017017123","Valdez-Cordova Census Area","S","+61400254","-144503102","05",8096,55,1219,310,2,151,2,26,14,77
"G0202700","1990","AK",,,,,,,,,,,,"99","Wade Hampton","270",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0044351368","0006620034","Wade Hampton Census Area","S","+62087611","-163529421","05",342,12,5397,22,1,4,0,8,1,4
"G0202800","1990","AK",,,,,,,,,,,,"99","Wrangell-Petersburg","280",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0015044097","0008197976","Wrangell-Petersburg Census Area","S","+56518015","-132961816","05",5472,11,1348,91,1,72,0,19,3,25
"G0202900","1990","AK",,,,,,,,,,,,"99","Yukon-Koyukuk","290",,,"9","9999",,,,"9999","4","Alaska","02",,,,"0406944070","0004855431","Yukon-Koyukuk Census Area","S","+65285776","-151646937","05",3538,88,4719,50,1,46,0,7,1,28
"G0400010","1990","AZ",,,,,,,,,,,,"99","Apache","001",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0029022713","0000034927","Apache County","A","+35383620","-109488456","06",11354,98,47425,86,29,1102,2,378,8,1109
"G0400030","1990","AZ",,,,,,,,,,,,"99","Cochise","003",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0015980285","0000127746","Cochise County","A","+31890821","-109736956","06",61543,4815,654,2108,125,18181,263,136,139,9660
"G0400050","1990","AZ",,,,,,,,,,,,"99","Coconino","005",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0048223545","0000112495","Coconino County","A","+35835573","-111768163","06",56938,1339,27737,821,60,4898,80,496,40,4182
"G0400070","1990","AZ",,,,,,,,,,,,"99","Gila","007",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0012349309","0000072608","Gila County","A","+33797288","-110818155","06",27377,97,5112,109,35,3399,2,126,31,3928
"G0400090","1990","AZ",,,,,,,,,,,,"99","Graham","009",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0011990779","0000030640","Graham County","A","+32936517","-109891347","06",15437,468,3857,97,13,5166,34,94,9,1379
"G0400110","1990","AZ",,,,,,,,,,,,"99","Greenlee","011",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0004784084","0000003665","Greenlee County","A","+33185081","-109232988","06",4372,27,129,15,9,2463,1,54,1,937
"G0400120","1990","AZ",,,,,,,,,,,,"99","La Paz","012",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0011653884","0000036498","La Paz County","A","+33727923","-113979016","06",8495,103,2005,83,19,1840,15,397,19,868
"G0400130","1990","AZ",,,,,,,,,,,,"99","Maricopa","013",,,"8","6200",,,,"9999","4","Arizona","04",,,,"0023838482","0000053895","Maricopa County","A","+33342656","-112490919","06",1637076,70843,32270,33996,2418,162344,3414,5747,2298,171695
"G0400150","1990","AZ",,,,,,,,,,,,"99","Mohave","015",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0034479166","0000409435","Mohave County","A","+35708232","-113753337","06",85808,291,1919,514,46,3026,12,226,55,1600
"G0400170","1990","AZ",,,,,,,,,,,,"99","Navajo","017",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0025780344","0000016618","Navajo County","A","+35387551","-110319661","06",31256,667,39789,245,49,2949,36,628,19,2020
"G0400190","1990","AZ",,,,,,,,,,,,"99","Pima","019",,,"8","8520",,,,"9999","4","Arizona","04",,,,"0023794348","0000006304","Pima County","A","+32103960","-111814821","06",454919,19455,17005,11228,1011,70057,1340,3325,736,87804
"G0400210","1990","AZ",,,,,,,,,,,,"99","Pinal","021",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0013908286","0000011653","Pinal County","A","+32909084","-111346897","06",68900,3469,9402,439,107,18319,179,1383,63,14118
"G0400230","1990","AZ",,,,,,,,,,,,"99","Santa Cruz","023",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0003205764","0000001227","Santa Cruz County","A","+31523864","-110836469","06",6168,56,29,131,71,15991,41,35,33,7121
"G0400250","1990","AZ",,,,,,,,,,,,"99","Yavapai","025",,,"8","9999",,,,"9999","4","Arizona","04",,,,"0021039978","0000012405","Yavapai County","A","+34595236","-112554041","06",98391,305,1580,470,69,4715,16,160,20,1988
"G0400270","1990","AZ",,,,,,,,,,,,"99","Yuma","027",,,"8","9360",,,,"9999","4","Arizona","04",,,,"0014282395","0000012656","Yuma County","A","+32764761","-113897214","06",58151,2776,1178,1188,214,22551,280,251,205,20101
"G0500010","1990","AR",,,,,,,,,,,,"99","Arkansas","001",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002560297","0000117372","Arkansas County","A","+34288872","-091376344","06",16779,4724,53,35,1,37,14,0,0,10
"G0500030","1990","AR",,,,,,,,,,,,"99","Ashley","003",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002386316","0000046109","Ashley County","A","+33190783","-091772262","06",17406,6607,42,44,0,105,9,4,4,98
"G0500050","1990","AR",,,,,,,,,,,,"99","Baxter","005",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001435941","0000083827","Baxter County","A","+36286225","-092339841","06",30827,4,120,60,4,137,0,3,1,30
"G0500070","1990","AR",,,,,,,,,,,,"99","Benton","007",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002184170","0000086778","Benton County","A","+36337987","-094257842","06",94158,118,1412,441,11,810,6,23,14,506
"G0500090","1990","AR",,,,,,,,,,,,"99","Boone","009",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001531264","0000027566","Boone County","A","+36313592","-093092833","06",27911,5,170,39,1,127,0,6,5,33
